JID,Year,Injury,Drunk,Medical_Fee,Care_Fee,Work_Loss,Fault_Ratio,Verdict_Total,Mental_Damage,Injury_Level,Court_CDEV,Court_CHDV,Court_CHEV,Court_CLEV,Court_CPEV,Court_CSEV,Court_CTDM,Court_CTDV,Court_CYDV,Court_CYEV,Court_FSEV,Court_FYEV,Court_GSEV,Court_HLDV,Court_HLEV,Court_HLHM,Court_HLHV,Court_HUEV,Court_ILDV,Court_ILEV,Court_KLDV,Court_KMDM,Court_KMEV,Court_KSDM,Court_KSDV,Court_KSEV,Court_KSHM,Court_KSHV,Court_LTEV,Court_MKEM,Court_MKEV,Court_MLDV,Court_NHEV,Court_NTDV,Court_NTEV,Court_OLEV,Court_PCDV,Court_PCEV,Court_PDEV,Court_PHDM,Court_PHDV,Court_PKEV,Court_PTDV,Court_PTEV,Court_SCDV,Court_SDEV,Court_SJEV,Court_SLDV,Court_SLEV,Court_SSEV,Court_STEV,Court_SYEV,Court_TCDV,Court_TCEV,Court_TCHV,Court_TLEV,Court_TNDV,Court_TNEV,Court_TNHV,Court_TPDV,Court_TPEV,Court_TPHV,Court_TTEV,Court_TYDV,Court_TYEV,Court_ULDV,Medical_Fee_log,Care_Fee_log,Work_Loss_log,Mental_Damage_log
"TPEV,112,北簡,856,20230411,1",112,重傷,0,0,0,152958,0.0,0,300000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,11.937925190606954,12.611541086966115
"TNEV,111,南簡,1398,20230426,1",111,傷害,0,8747,0,91820,0.0,399017,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.076580381796658,0.0,11.427596308617355,12.206077645517674
"TNEV,111,南簡,1579,20230413,1",111,傷害,0,600,144000,123000,0.0,1228198,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.398594934535208,11.87757552297847,11.719947764402807,11.289794413577894
"TNEV,111,南簡,985,20230407,1",111,傷害,0,28435,150000,0,0.0,800000,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.255411227049374,11.918397239722838,0.0,12.611541086966115
"TNEV,112,南小,111,20230426,1",112,傷害,0,0,0,65000,0.0,26000,18000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,11.082157933374816,9.798182590890704
"ILDV,111,簡上,65,20230426,1",111,傷害,0,580,0,0,0.0,0,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.364750756851911,0.0,0.0,9.61587214452889
"PCDV,111,簡,13,20230421,1",111,傷害,0,841300,432000,978000,0.0,4546063,1200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.642704782174832,12.976183182038383,13.79326597151132,13.997832948091215
"PCDV,111,簡上,549,20230412,1",111,傷害,0,0,2000,0,0.0,0,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,7.601402334583733,0.0,11.51293546492023
"SCDV,111,竹簡,424,20230426,2",111,重傷,0,211413,396000,192000,0.0,982596,250000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.261573575391047,12.889172015485954,12.165255859329688,12.429220196836383
"SCDV,112,竹簡,59,20230421,1",112,傷害,0,0,0,0,0.0,469136,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.611541086966115
"CTDV,110,原簡上,3,20230421,2",110,重傷,0,1110,198000,18900,0.0,0,448500,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.01301578963963,12.19602736016897,9.846970109700957,13.013666190132906
"CTDV,110,簡,148,20230427,2",110,死亡,0,481463,1281079,0,0.0,6713996,1000000,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.084586741070034,14.063214030138868,0.0,13.815511557963774
"CTDV,110,簡,155,20230428,1",110,死亡,0,0,180000,0,0.0,0,600000,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,12.100717685412471,0.0,13.304686600863562
"CTDV,111,簡上,206,20230428,2",111,傷害,0,53924,288000,94432,0.0,0,300000,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.895349471257358,12.570719231334277,11.45564586731723,12.611541086966115
"CTDV,111,簡上,211,20230426,1",111,傷害,0,13190,90000,0,0.0,0,1000000,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.48729005784892,11.407576060361786,0.0,13.815511557963774
"TCDV,111,簡上,396,20230428,1",111,傷害,0,72173,36000,0,0.0,0,127281,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.186835149222128,10.491301994830229,0.0,11.75416037627602
"TCDV,111,簡上,479,20230414,1",111,傷害,0,90571,66000,0,0.0,0,220000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.413900393492412,11.097425172408931,0.0,12.301387370778713
"TNDV,111,簡上,317,20230412,1",111,死亡,0,68607,75000,0,0.0,0,252693,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11.136164424990419,11.225256725762893,0.0,12.439934549524953
"TNDV,111,訴,614,20230428,1",111,傷害,0,76543,1100,164125,0.0,524673,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11.24562101787025,7.00397413672268,12.00838970450352,12.206077645517674
"HLDV,111,簡上,71,20230428,1",111,傷害,0,1000,0,0,0.0,0,246300,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.90875477931522,0.0,0.0,12.414309644189709
"MLDV,111,簡上,70,20230425,1",111,死亡,0,0,0,0,0.0,0,2000000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,14.508658238524095
"MLDV,112,苗簡,183,20230421,1",112,死亡,1,0,0,0,0.0,403967,100000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.51293546492023
"ULDV,111,簡,114,20230427,1",111,傷害,0,156511,41000,330000,0.0,1390000,800000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.960887963339085,10.62135173563291,12.706850963741102,13.592368256649284
"ULDV,111,簡,89,20230413,1",111,傷害,0,77257,738000,0,0.0,1256075,600000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.25490574926859,13.511700458595241,0.0,13.304686600863562
"ULDV,111,簡,94,20230428,2",111,傷害,0,3864,0,0,0.0,86694,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.259716961021523,0.0,0.0,11.918397239722838
"KSDM,111,交附民,26,20230411,1",111,傷害,0,3223,0,0,0.0,400000,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.07837810362652,0.0,0.0,10.819798284210286
"KSDV,111,簡上,361,20230428,2",111,重傷,0,117359,226000,0,0.0,0,1200000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.673001412816863,12.328294703023394,0.0,13.997832948091215
"KSDV,111,簡上,384,20230410,1",111,傷害,0,1980,0,66868,0.0,0,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.591357046698551,0.0,11.110490760547092,11.289794413577894
"KSDV,111,簡上,419,20230421,2",111,死亡,0,81296,2200,0,0.0,0,3000000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.305864394486063,7.696667081526462,0.0,14.914123179965662
"HLEV,111,花簡,458,20230414,1",111,死亡,0,625203,212800,0,0.0,497804,1000000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.345833275461647,12.268112735686705,0.0,13.815511557963774
"HLEV,111,花簡,475,20230428,1",111,傷害,0,600000,0,0,0.0,103653,600000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.304686600863562,0.0,0.0,13.304686600863562
"HLEV,111,花簡,526,20230428,1",111,傷害,0,85985,432000,560000,0.0,3800385,500000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.361939771286126,12.976183182038383,13.235693848424024,13.122365377402328
"HLEV,112,花小,59,20230421,1",112,傷害,0,48261,14000,0,0.0,48261,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.784399780508467,9.546884034617925,0.0,10.819798284210286
"HLEV,112,花簡,43,20230414,1",112,傷害,0,0,42000,759168,0.0,4387795,500000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,10.645448706505872,13.539979692988972,13.122365377402328
"HUEV,111,虎簡,260,20230428,1",111,傷害,0,39920,0,0,0.0,69422,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.594657780211852,0.0,0.0,11.51293546492023
"HUEV,112,虎小,46,20230428,1",112,傷害,0,1268,0,0,0.0,16268,24532,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.1459844677143876,0.0,0.0,10.107774429000033
"HUEV,112,虎簡,24,20230407,1",112,傷害,0,7959,36000,0,0.0,183076,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.982184278838428,10.491301994830229,0.0,11.289794413577894
"HUEV,112,虎簡,42,20230407,1",112,傷害,0,108328,36000,0,0.0,227380,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.592928171843743,10.491301994830229,0.0,11.51293546492023
"KSEV,111,雄簡,1666,20230421,1",111,重傷,0,106597,0,0,0.0,878645,1200000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.576820028811799,0.0,0.0,13.997832948091215
"KSEV,111,雄簡,2519,20230427,1",111,傷害,0,60092,48000,0,0.0,1179492,1000000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.003648641194088,10.778977123006351,0.0,13.815511557963774
"KSEV,112,雄小,437,20230428,1",112,傷害,0,2905,0,0,0.0,39609,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.974532844130228,0.0,0.0,9.210440366976517
"KSEV,112,雄簡,3,20230426,1",112,死亡,0,7405,210000,0,0.0,380382,500000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.910045761473558,12.25486757159303,0.0,13.122365377402328
"FSEV,111,鳳簡,574,20230428,1",111,傷害,0,0,0,0,0.0,100000,60000,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.002116507732017
"SJEV,111,重簡,2205,20230505,1",111,傷害,0,64468,144000,136170,0.0,0,405795,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.073939767093938,11.87757552297847,11.821666727853131,12.913605849252821
"CLEV,110,壢簡,1565,20230531,1",110,重傷,0,769587,180000,141100,0.0,3500000,1731822,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.553610585696477,12.100717685412471,11.85723122498801,14.364685168886973
"CLEV,112,壢簡,307,20230505,1",112,傷害,0,104978,0,31477,0.0,242308,100000,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.561515609136993,0.0,10.357044168111546,11.51293546492023
"NHEV,110,湖簡,1757,20230526,1",110,傷害,0,12625,0,94313,0.0,0,2371630,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.44351345892757,0.0,11.454384919956293,14.67908846207416
"NHEV,111,湖簡,958,20230522,2",111,傷害,0,705,0,160000,0.0,5830,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.559615237493242,0.0,11.982935344196433,9.210440366976517
"PDEV,112,斗簡,121,20230530,1",112,傷害,0,603088,72000,216000,0.0,677782,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.30982006017475,11.184435286790631,12.283038316285214,12.206077645517674
"PDEV,112,斗簡,133,20230530,1",112,傷害,0,0,2200,110200,0.0,350350,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,7.696667081526462,11.610061250069942,12.206077645517674
"NTEV,111,埔簡,79,20230531,2",111,死亡,0,116515,0,0,0.0,504465,600000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.665783881613542,0.0,0.0,13.304686600863562
"NTEV,111,投簡,158,20230512,1",111,傷害,0,24061,8800,138000,0.0,301061,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.08838911159347,9.082620630373812,11.835016210489899,12.206077645517674
"NTEV,111,投簡,360,20230512,2",111,傷害,0,14857,0,108000,0.0,297106,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.606293719711752,0.0,11.58989576532275,12.611541086966115
"NTEV,111,投簡,524,20230526,1",111,傷害,0,0,0,17800,0.0,328124,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,9.787009914477434,12.611541086966115
"NTEV,111,投簡,588,20230526,2",111,傷害,1,0,0,66370,0.0,172078,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,11.103015493074828,12.206077645517674
"NTEV,112,投簡,56,20230512,1",112,傷害,0,280,0,0,0.0,48200,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.638354669333745,0.0,0.0,12.206077645517674
"OLEV,112,員小,29,20230509,1",112,傷害,0,0,0,0,0.0,94200,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.308985993422082
"OLEV,112,員簡,141,20230529,1",112,傷害,1,104380,24000,324000,0.0,970207,250000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.555802945530896,10.085850775128717,12.688501881189456,12.429220196836383
"CYEV,111,嘉簡,476,20230531,2",111,死亡,0,0,0,0,0.0,2016307,3500000,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,15.068273812173887
"CYEV,111,嘉簡,612,20230524,1",111,傷害,0,290020,533000,0,0.0,814990,250000,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.577708613134009,13.186278579318829,0.0,12.429220196836383
"CYEV,111,朴簡,137,20230509,1",111,重傷,0,35000,5223488,0,0.0,2331975,500000,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.463131911491967,15.468676127389768,0.0,13.122365377402328
"CYEV,111,朴簡,78,20230509,1",111,死亡,0,6126,6600,3840,0.0,56761,978634,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.720460512725655,8.79497643168877,8.253488028345904,13.793914022576708
"CYEV,112,嘉簡,144,20230523,1",112,傷害,0,56510,4720861,0,0.0,341102,500000,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.942190588450329,15.36750196800608,0.0,13.122365377402328
"CYEV,112,朴簡,33,20230518,1",112,傷害,0,164585,60000,101200,0.0,343335,201000,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.011188508929745,11.002116507732017,11.524863917209606,12.211065162153215
